Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,user id,Interaction type,Date,Time,Product Name,Is Amazon Seller
1360.0,27.0,Male,Hoodie,Clothing,68.0,North Carolina,S,Cyan,Winter,4.3,No,Store Pickup,1,Yes,26.0,Bank Transfer,Fortnightly,1360.0,like,2023-01-03,10:00:00,Anatolian 1000Piece Jigsaw Puzzle - Planets in Space Jigsaw Puzzle,Y
1361.0,56.0,Male,Skirt,Clothing,43.0,Alabama,L,Black,Fall,2.8,No,Express,1,Yes,4.0,Bank Transfer,Annually,1361.0,like,2023-01-04,10:00:00,Ben 10 Omni-Glitch Heroes: Ben-Heatblast-Shock Rock,Y
1362.0,49.0,Male,Dress,Clothing,32.0,Alabama,M,Beige,Fall,3.7,No,Next Day Air,1,Yes,39.0,Debit Card,Monthly,1362.0,purchase,2023-01-05,10:00:00,VTech Tummy Time Discovery Pillow,Y
1363.0,41.0,Male,Coat,Outerwear,46.0,Colorado,M,Gray,Fall,4.3,No,Express,1,Yes,29.0,Cash,Weekly,1363.0,view,2023-01-06,10:00:00,Estes Alpha III Rocket Launch Set,Y
1364.0,36.0,Male,Blouse,Clothing,90.0,Wisconsin,L,Red,Summer,4.0,No,Express,1,Yes,47.0,PayPal,Quarterly,1364.0,like,2023-01-07,10:00:00,"""New York Giants Collection"" Printed Latex Balloons, Party Decoration",Y
1365.0,68.0,Male,Hat,Accessories,75.0,Delaware,L,Yellow,Fall,4.7,No,Express,1,Yes,5.0,Cash,Every 3 Months,1365.0,purchase,2023-01-08,10:00:00,LEGO City Dirt Road Pursuit 60172 Building Kit (297 Pieces),Y
1366.0,28.0,Male,Handbag,Accessories,69.0,Indiana,M,Magenta,Winter,4.5,No,Store Pickup,1,Yes,18.0,Bank Transfer,Fortnightly,1366.0,purchase,2023-01-09,10:00:00,D&D Icons of the Realms: Volo & Mordenkainen’s Foes Eight Ct. Booster Brick,Y
1367.0,45.0,Male,Belt,Accessories,40.0,Iowa,M,Magenta,Fall,3.1,No,Free Shipping,1,Yes,10.0,Credit Card,Fortnightly,1367.0,view,2023-01-10,10:00:00,"Bakugan Starter Pack 3-Pack, Aurelus Dragonoid, Collectible Action Figures, for Ages 6 and Up",Y
1368.0,60.0,Male,Belt,Accessories,63.0,Iowa,S,Black,Fall,3.8,No,Express,1,Yes,25.0,Cash,Quarterly,1368.0,like,2023-01-11,10:00:00,"Design Toscano Fireman's Fund Die-Cast Iron Mechanical Coin Bank, Full Color",Y
1369.0,21.0,Male,Shirt,Clothing,36.0,Wisconsin,L,Orange,Summer,4.9,No,Express,1,Yes,2.0,Cash,Weekly,1369.0,view,2023-01-12,10:00:00,B. toys by Battat – Rain-Glow Squeeze – Light-Up Cloud Rattle for Babies 3 Months +,Y
1370.0,32.0,Male,Shoes,Footwear,75.0,Iowa,M,Green,Winter,3.2,No,Standard,1,Yes,48.0,Venmo,Fortnightly,1370.0,like,2023-01-13,10:00:00,Old-Time Box Car - B&O - HO Scale,Y
1371.0,27.0,Male,Scarf,Accessories,67.0,Montana,L,Peach,Summer,2.9,No,2-Day Shipping,1,Yes,41.0,Bank Transfer,Every 3 Months,1371.0,like,2023-01-14,10:00:00,HearthSong Battery-Operated Teepee String Lights,Y
1372.0,40.0,Male,Pants,Clothing,64.0,Mississippi,M,Charcoal,Spring,2.8,No,Store Pickup,1,Yes,42.0,Credit Card,Monthly,1372.0,purchase,2023-01-15,10:00:00,Ben 10 Glitch Basic Figure,Y
1373.0,64.0,Male,Blouse,Clothing,61.0,Michigan,M,Gray,Fall,4.0,No,2-Day Shipping,1,Yes,44.0,PayPal,Bi-Weekly,1373.0,view,2023-01-16,10:00:00,Spooky Hollow Halloween Window Cling Sheet,Y
1374.0,18.0,Male,Gloves,Accessories,40.0,Virginia,L,Turquoise,Winter,2.6,No,Store Pickup,1,Yes,6.0,Cash,Quarterly,1374.0,like,2023-01-17,10:00:00,"Learning Resources Beaker Creatures Series 2, Assorted Colors, 6-Pack, Ages 5+",Y
1375.0,22.0,Male,Handbag,Accessories,97.0,New York,M,Red,Fall,2.7,No,Free Shipping,1,Yes,5.0,Bank Transfer,Quarterly,1375.0,purchase,2023-01-18,10:00:00,Forum Novelties Men's Heroes In History Instant Disguise Kit William Shakespeare,Y
1376.0,42.0,Male,Sneakers,Footwear,31.0,Maine,L,Brown,Spring,4.1,No,2-Day Shipping,1,Yes,8.0,Credit Card,Annually,1376.0,purchase,2023-01-19,10:00:00,Small World Toys Ryan's Room Wooden Toys -Matchimals (Matching Game),Y
1377.0,57.0,Male,Sandals,Footwear,65.0,New Jersey,L,Pink,Spring,5.0,No,Free Shipping,1,Yes,24.0,PayPal,Annually,1377.0,view,2023-01-20,10:00:00,Funko Pop! Movies: Terminator Dark Fate - Sarah Conner (Styles May Vary),Y
1378.0,33.0,Male,Sunglasses,Accessories,54.0,Maryland,L,Olive,Spring,3.0,No,Next Day Air,1,Yes,42.0,Venmo,Monthly,1378.0,like,2023-01-21,10:00:00,"Artool Freehand Airbrush Templates, Classic Camo",Y
1379.0,37.0,Male,Jacket,Outerwear,49.0,Kentucky,XL,Lavender,Fall,3.6,No,Free Shipping,1,Yes,24.0,Venmo,Weekly,1379.0,view,2023-01-22,10:00:00,"Rubie's Costume Indian Maiden Value Child Costume, Small",Y
1380.0,21.0,Male,T-shirt,Clothing,64.0,Minnesota,L,Purple,Fall,2.8,No,2-Day Shipping,1,Yes,38.0,Venmo,Bi-Weekly,1380.0,like,2023-01-23,10:00:00,Rubie's Costume Squirrel Girl Marvel Rising Secret Warriors Deluxe Child Costume,Y
1381.0,51.0,Male,Sneakers,Footwear,35.0,Massachusetts,S,Beige,Winter,4.6,No,Standard,1,Yes,41.0,Cash,Fortnightly,1381.0,like,2023-01-24,10:00:00,Poolmaster 72687 Official USA / WBA Competition Basketball - Box,Y
1382.0,30.0,Male,Shoes,Footwear,86.0,Illinois,L,Green,Winter,2.9,No,Standard,1,Yes,48.0,Venmo,Quarterly,1382.0,purchase,2023-10-10,08:00:00,"RPM 81372 Flat Front A-Arms for B6 and B6D , Black",Y
1383.0,68.0,Male,Jacket,Outerwear,55.0,Michigan,L,Brown,Winter,4.8,No,Express,1,Yes,16.0,Bank Transfer,Quarterly,1383.0,view,2023-10-11,08:00:00,Little Tikes Lil' Ocean Explorers - Ball Chase Octopus,Y
1384.0,36.0,Male,Scarf,Accessories,58.0,Wisconsin,M,Beige,Spring,3.3,No,Express,1,Yes,4.0,Venmo,Monthly,1384.0,like,2023-10-12,08:00:00,Bachmann Industries Adjustable Parallel Track Tool (2 Pack),Y
1385.0,46.0,Male,Sneakers,Footwear,96.0,Alaska,M,Beige,Fall,4.6,No,Standard,1,Yes,8.0,Bank Transfer,Weekly,1385.0,purchase,2023-10-13,08:00:00,"RPM 72022 Latrax Alias Landing Gear, Black",Y
1411.0,61.0,Male,Hat,Accessories,93.0,Tennessee,M,Purple,Summer,4.0,No,Store Pickup,1,Yes,18.0,Debit Card,Annually,1411.0,purchase,2023-11-08,08:00:00,Raising Hell Card Game Adult Party Game,Y
1412.0,48.0,Male,Skirt,Clothing,24.0,Louisiana,L,Green,Summer,2.8,No,Store Pickup,1,Yes,13.0,Venmo,Quarterly,1412.0,view,2023-11-09,08:00:00,Learning Resources Student Grouping Pencils,Y
1413.0,25.0,Male,Shorts,Clothing,100.0,Michigan,M,Charcoal,Summer,2.6,No,2-Day Shipping,1,Yes,43.0,Venmo,Annually,1413.0,like,2023-11-10,08:00:00,"Rubie's 38013 Women's Batgirl Costume, Black, Standard/One Size, Multicolor",Y
1414.0,51.0,Male,Blouse,Clothing,79.0,New Hampshire,S,Indigo,Fall,2.7,No,Store Pickup,1,Yes,12.0,Bank Transfer,Quarterly,1414.0,view,2023-11-11,08:00:00,Carstens Muddy Girl Slumber Bag with Lab Pillow,Y
1415.0,29.0,Male,Socks,Clothing,51.0,Minnesota,M,Black,Summer,4.5,No,Store Pickup,1,Yes,3.0,Credit Card,Bi-Weekly,1415.0,like,2023-11-12,08:00:00,Rubie's Costume Co Men's Minion Unisex Hoodie,Y
1416.0,54.0,Male,Belt,Accessories,90.0,Illinois,M,Blue,Winter,3.7,No,Free Shipping,1,Yes,12.0,Credit Card,Every 3 Months,1416.0,like,2023-11-13,08:00:00,Dynamite Bettie Page by Terry Dodson Artist Proof Edition Resin Statue,Y
1417.0,48.0,Male,Boots,Footwear,56.0,Idaho,L,Silver,Summer,3.4,No,Free Shipping,1,Yes,46.0,Cash,Quarterly,1417.0,purchase,2023-11-14,08:00:00,Our Generation Elliet Horse Riding Doll,Y
1418.0,62.0,Male,Shorts,Clothing,25.0,Montana,S,Brown,Spring,4.6,No,Standard,1,Yes,21.0,Debit Card,Fortnightly,1418.0,view,2023-11-15,08:00:00,"Novogratz Iconic Modern Metal End Table, Gold",Y
1419.0,18.0,Male,Shirt,Clothing,75.0,Alabama,M,Violet,Summer,4.1,No,2-Day Shipping,1,Yes,23.0,Venmo,Every 3 Months,1419.0,like,2023-11-16,08:00:00,Maisto 1: 24 W/B - Special Edition - 2017 Chevrolet Colorado Zr2 (White),Y
1420.0,43.0,Male,Handbag,Accessories,75.0,Montana,M,Orange,Summer,2.6,No,Free Shipping,1,Yes,4.0,Debit Card,Quarterly,1420.0,purchase,2023-11-17,08:00:00,"The Tin Box Company Batman Bobble Head Bank, Black",Y
1421.0,22.0,Male,Jeans,Clothing,53.0,California,XL,Gray,Summer,4.6,No,Store Pickup,1,Yes,45.0,PayPal,Every 3 Months,1421.0,purchase,2023-11-18,08:00:00,SCHLEICH 15012 Dimorphodon,Y
1422.0,68.0,Male,Dress,Clothing,100.0,Pennsylvania,S,Gold,Spring,3.0,No,Standard,1,Yes,24.0,Bank Transfer,Fortnightly,1422.0,view,2023-11-19,08:00:00,DC Comics Multiverse DC Rebirth the Ray Figure,Y
1423.0,44.0,Male,Dress,Clothing,27.0,Texas,L,Charcoal,Fall,3.4,No,Free Shipping,1,Yes,3.0,PayPal,Bi-Weekly,1423.0,like,2023-11-20,08:00:00,"Rubie's Avatar Neytiri Child's Costume, Medium",Y
1424.0,51.0,Male,Sandals,Footwear,60.0,Michigan,S,Black,Fall,3.5,No,Free Shipping,1,Yes,12.0,Venmo,Every 3 Months,1424.0,view,2023-11-21,08:00:00,Playskool Heroes Transformers Rescue Bots Knight Watch Optimus Prime,Y
1425.0,66.0,Male,Jacket,Outerwear,23.0,Connecticut,S,Indigo,Fall,3.5,No,Standard,1,Yes,34.0,Bank Transfer,Every 3 Months,1425.0,like,2023-11-22,08:00:00,"Ravensburger Labyrinth Family Board Game for Kids & Adults Age 7 & Up - Millions Sold, Easy to Learn & Play with Great Replay Value",Y
1426.0,59.0,Male,Coat,Outerwear,40.0,Wyoming,S,White,Winter,3.7,No,Next Day Air,1,Yes,39.0,Credit Card,Annually,1426.0,like,2023-11-23,08:00:00,"Linzy Plush 96757 10"" Soft Dreams Owl with Lullaby & Night Light, 10"", Cream",Y
1427.0,60.0,Male,Pants,Clothing,38.0,Michigan,M,Yellow,Summer,4.8,No,Free Shipping,1,Yes,35.0,PayPal,Every 3 Months,1427.0,purchase,2023-11-24,08:00:00,"B. toys by Battat Mini Pull-Back Vehicles Set, Bus & Cars",Y
1428.0,31.0,Male,Backpack,Accessories,90.0,South Dakota,S,Orange,Summer,4.9,No,Store Pickup,1,Yes,8.0,Credit Card,Annually,1428.0,view,2023-11-25,08:00:00,Ticket to Ride: Nordic Countries,Y
1429.0,20.0,Male,Blouse,Clothing,97.0,North Dakota,S,Green,Summer,4.9,No,Express,1,Yes,42.0,PayPal,Quarterly,1429.0,like,2023-11-26,08:00:00,Calico Critters Comfy Living Room Set,Y
1430.0,24.0,Male,Skirt,Clothing,38.0,Maryland,L,Gold,Fall,4.7,No,Standard,1,Yes,6.0,Credit Card,Every 3 Months,1430.0,purchase,2023-11-27,08:00:00,Jay Franco Disney Mickey Mouse Sketch Queen Sheet Set,Y
1431.0,48.0,Male,Sandals,Footwear,30.0,Michigan,S,Orange,Summer,4.9,No,Free Shipping,1,Yes,3.0,Credit Card,Fortnightly,1431.0,purchase,2023-11-28,08:00:00,Dachshund-opoly,Y
1432.0,39.0,Male,Pants,Clothing,88.0,South Dakota,M,Cyan,Fall,2.9,No,Express,1,Yes,29.0,Venmo,Quarterly,1432.0,view,2023-11-29,08:00:00,MightySkins Skin Compatible with DJI Phantom 3 Standard Quadcopter Drone wrap Cover Sticker Skins Solid Gray,Y
1433.0,34.0,Male,Hat,Accessories,33.0,Florida,L,Black,Winter,4.4,No,Express,1,Yes,32.0,Debit Card,Quarterly,1433.0,like,2023-11-30,08:00:00,Melissa & Doug On-the-Go Water Wow! - Bible Stories and Connect the Dots Bundle,Y
1434.0,70.0,Male,Hoodie,Clothing,60.0,Minnesota,L,Yellow,Winter,3.2,No,Next Day Air,1,Yes,45.0,Debit Card,Weekly,1434.0,view,2023-12-01,08:00:00,B & R Plastics 1016R E-Z Foldz Red Step Stool,Y
1435.0,59.0,Male,Sweater,Clothing,64.0,New York,L,Maroon,Summer,4.6,No,Free Shipping,1,Yes,21.0,Debit Card,Bi-Weekly,1435.0,like,2023-12-02,08:00:00,"Leprechaun Loot Includes: 12 - Green Party Beads, 25 - Gold (Plastic Coins) Party Accessory (1 count) (37/Pkg)",Y
1436.0,45.0,Male,Scarf,Accessories,95.0,Oregon,XL,Black,Fall,4.0,No,Standard,1,Yes,41.0,Cash,Weekly,1436.0,like,2023-12-03,08:00:00,Magnetic Marbles,Y
1437.0,35.0,Male,Sneakers,Footwear,83.0,Minnesota,M,Gray,Winter,3.7,No,Free Shipping,1,Yes,23.0,PayPal,Fortnightly,1437.0,purchase,2023-12-04,08:00:00,Ravensburger Eiffel Tower 216 Piece 3D Jigsaw Puzzle for Kids and Adults - Easy Click Technology Means Pieces Fit Together Perfectly,Y
1438.0,69.0,Male,Boots,Footwear,97.0,Montana,XL,Orange,Winter,4.2,No,Free Shipping,1,Yes,14.0,Cash,Annually,1438.0,view,2023-12-05,08:00:00,Funko Hero Plushies Marvel: Avengers Infinity War - Groot,N
1439.0,58.0,Male,Coat,Outerwear,38.0,Washington,M,Cyan,Spring,2.9,No,Standard,1,Yes,24.0,Debit Card,Monthly,1439.0,like,2023-12-06,08:00:00,"Rhode Island Novelty 1 Bubbles, 72, White",Y
1440.0,25.0,Male,Boots,Footwear,48.0,New Mexico,M,Magenta,Summer,4.8,No,Next Day Air,1,Yes,25.0,Cash,Fortnightly,1440.0,purchase,2023-12-07,08:00:00,Dowling Magnets Magnet Math Magnetic Demonstration Place Value Sticks,Y
1441.0,27.0,Male,Sandals,Footwear,76.0,Arizona,M,Pink,Spring,4.4,No,Standard,1,Yes,13.0,Venmo,Monthly,1441.0,purchase,2023-12-08,08:00:00,"Llorens 11"" Soft Body Crying Baby Doll Emma",Y
1442.0,34.0,Male,Pants,Clothing,25.0,Nebraska,S,Turquoise,Summer,3.4,No,Free Shipping,1,Yes,3.0,Venmo,Every 3 Months,1442.0,view,2023-12-09,08:00:00,The Puppet Company Large Birds Love Bird Hand Puppet,Y
1443.0,53.0,Male,Hoodie,Clothing,92.0,Idaho,S,Violet,Spring,2.8,No,2-Day Shipping,1,Yes,42.0,Credit Card,Annually,1443.0,like,2023-12-10,08:00:00,"AngelStar 15513 Archangel Pocket Shield Token, 1-1/4 by 1-Inch, Michael",Y
1444.0,58.0,Male,Sandals,Footwear,47.0,Idaho,L,Teal,Fall,4.2,No,Next Day Air,1,Yes,2.0,Cash,Monthly,1444.0,view,2023-12-11,08:00:00,Bachmann Industries B&O #74 Diesel Locomotive Train,Y
1445.0,32.0,Male,Sweater,Clothing,36.0,Vermont,L,Pink,Fall,3.8,No,Express,1,Yes,26.0,Cash,Quarterly,1445.0,like,2023-12-12,08:00:00,"Dimensions 73-91728, Bald Eagle, PaintWorks Paint by Numbers Kit for Adults and Kids, 20'' x 14'",Y
1446.0,64.0,Male,Belt,Accessories,51.0,Arkansas,M,Gold,Fall,3.1,No,2-Day Shipping,1,Yes,24.0,Credit Card,Annually,1446.0,like,2023-12-13,08:00:00,Creativity for Kids Big Gem Diamond Painting Kit - Create Your Own Woodland Forest Friends Diamond Art Stickers and Suncatchers - Diamond Art for Kids,Y
1447.0,63.0,Male,Jeans,Clothing,35.0,Wyoming,XL,Red,Summer,3.2,No,Express,1,Yes,6.0,Credit Card,Quarterly,1447.0,purchase,2023-12-14,08:00:00,Corolle Les Cheries Coat and Bag Fashion Set,Y
1448.0,23.0,Male,Hoodie,Clothing,57.0,New Mexico,S,Beige,Summer,3.0,No,Next Day Air,1,Yes,25.0,PayPal,Monthly,1448.0,view,2023-12-15,08:00:00,"Amscan 398629 Fun-Filled, LOL Jump Rope, Supplies, Multicolor, 80"" Party Favors, One Size",Y
1449.0,64.0,Male,Boots,Footwear,95.0,West Virginia,M,Black,Summer,3.6,No,Free Shipping,1,Yes,11.0,Credit Card,Every 3 Months,1449.0,like,2023-12-16,08:00:00,"green sprouts Sprout Ware Dumbbell Rattle made from Plants | Encourages whole learning the healthy & natural way | Plant based, Easy to hold & shake, Playful rattle sound",Y
1450.0,18.0,Male,Socks,Clothing,41.0,New York,L,Lavender,Winter,2.5,No,Store Pickup,1,Yes,20.0,Cash,Every 3 Months,1450.0,purchase,2023-12-17,08:00:00,Peppa Pig 4-Figure Carry Case Storage,Y
1451.0,25.0,Male,Dress,Clothing,44.0,Illinois,S,Teal,Winter,3.4,No,Free Shipping,1,Yes,25.0,Cash,Quarterly,1451.0,purchase,2023-12-18,08:00:00,"Delta Children Kids Table & Chair Set with Storage (2 Chairs Included), Grey/Blue",Y
1452.0,54.0,Male,Jacket,Outerwear,34.0,Utah,M,Maroon,Fall,2.5,No,Next Day Air,1,Yes,35.0,PayPal,Quarterly,1452.0,view,2023-12-19,08:00:00,"Darice BB0049S, 12 Piece, Ty Beanie Boos Sticker Set, Girly Wiggle Eyes",Y
1453.0,60.0,Male,Jacket,Outerwear,25.0,Colorado,L,Blue,Spring,4.7,No,2-Day Shipping,1,Yes,11.0,Bank Transfer,Quarterly,1453.0,like,2023-12-20,08:00:00,"SugarSugar Dance Craze Leg Warmers, Turquoise, One Size",Y
1454.0,36.0,Male,Boots,Footwear,93.0,Virginia,S,Teal,Winter,3.2,No,2-Day Shipping,1,Yes,41.0,Bank Transfer,Fortnightly,1454.0,view,2023-12-21,08:00:00,Black + Decker Jr. Carpenter Dress-up & Play Set (Amazon Exclusive),Y
1455.0,66.0,Male,Sneakers,Footwear,50.0,Georgia,L,Maroon,Winter,2.9,No,Free Shipping,1,Yes,17.0,Credit Card,Annually,1455.0,like,2023-12-22,08:00:00,Funko Dorbz: The Flash - Zoom Action Figure,Y
1456.0,60.0,Male,Pants,Clothing,79.0,Alabama,L,Silver,Fall,4.9,No,Express,1,Yes,1.0,PayPal,Every 3 Months,1456.0,like,2023-12-23,08:00:00,DIAMOND SELECT TOYS Marvel Gallery: Avengers Endgame: War Machine PVC Figure,Y
1457.0,59.0,Male,Coat,Outerwear,100.0,Montana,S,Olive,Spring,2.7,No,Store Pickup,1,Yes,30.0,PayPal,Every 3 Months,1457.0,purchase,2023-12-24,08:00:00,Childrens Christmas Bunny Jumper,Y
1458.0,58.0,Male,Shirt,Clothing,57.0,Pennsylvania,S,Gray,Spring,4.7,No,Express,1,Yes,47.0,Venmo,Fortnightly,1458.0,view,2023-12-25,08:00:00,"Little Buddy USA Animal Crossing New Leaf Smiling Isabelle/Shizue 8"" Plush",Y
1459.0,35.0,Male,Sweater,Clothing,28.0,Missouri,M,Peach,Spring,2.9,No,2-Day Shipping,1,Yes,34.0,Venmo,Weekly,1459.0,like,2023-12-26,08:00:00,Hobby Wing 38010204 Ezrun Max10 ESC with 3652SL G2 Sensorless Brushless Motor - Combo (4000Kv),Y
1460.0,20.0,Male,Shoes,Footwear,35.0,Maine,L,Yellow,Winter,4.8,No,Express,1,Yes,18.0,Venmo,Fortnightly,1460.0,purchase,2023-12-27,08:00:00,Factory Entertainment Mortal Kombat Scorpion Bottle Opener,Y
1461.0,70.0,Male,Boots,Footwear,85.0,Pennsylvania,L,Violet,Fall,4.6,No,Standard,1,Yes,33.0,Venmo,Bi-Weekly,1461.0,purchase,2023-12-28,08:00:00,"Papo Grey Mouse Figure, Multicolor",Y
1462.0,54.0,Male,Sunglasses,Accessories,95.0,Oregon,S,Red,Summer,5.0,No,2-Day Shipping,1,Yes,42.0,Venmo,Quarterly,1462.0,view,2023-01-01,00:00:00,"Razor PowerWing DLX Replacement Rear Wheels, Green",Y
1463.0,38.0,Male,Sneakers,Footwear,90.0,Utah,S,Charcoal,Summer,4.8,No,2-Day Shipping,1,Yes,2.0,Venmo,Quarterly,1463.0,like,2022-12-28,10:00:00,"Fisher-Price Burger Set, Multicolor 93500",Y
1464.0,54.0,Male,Jewelry,Accessories,49.0,Oklahoma,M,Beige,Summer,4.9,No,Store Pickup,1,Yes,1.0,Bank Transfer,Monthly,1464.0,view,2022-12-29,10:00:00,ALEX DIY Knot-A Shark Kit Playset,Y
1465.0,33.0,Male,Belt,Accessories,92.0,Montana,M,Peach,Winter,4.6,No,2-Day Shipping,1,Yes,23.0,Bank Transfer,Quarterly,1465.0,purchase,2022-12-30,10:00:00,My Little Pony Friendship is Magic Starlight Glimmer Small Plush,Y
1466.0,46.0,Male,Gloves,Accessories,72.0,Nebraska,XL,Violet,Winter,3.9,No,Store Pickup,1,Yes,42.0,Cash,Bi-Weekly,1466.0,view,2022-12-31,10:00:00,"amscan Disney/Pixar Incredibles 2"" Scene Setter with Props, Party Favor, One Size, Multicolor",Y
1467.0,58.0,Male,Shorts,Clothing,71.0,Alabama,M,Green,Summer,4.5,No,Store Pickup,1,Yes,3.0,PayPal,Annually,1467.0,like,2023-01-01,10:00:00,EverEarth Eco City Train Set EE33591,Y
1468.0,30.0,Male,Jewelry,Accessories,27.0,Ohio,XL,Olive,Winter,4.7,No,Store Pickup,1,Yes,16.0,Debit Card,Fortnightly,1468.0,view,2023-01-02,10:00:00,Rubie's Men's Nightmare On Elm St Freddy Krueger Shirt with Mask,Y
1469.0,42.0,Male,Gloves,Accessories,39.0,Arkansas,S,Silver,Fall,3.9,No,Express,1,Yes,46.0,Cash,Fortnightly,1469.0,like,2023-01-03,10:00:00,Harry Potter Hogwarts Battle Cooperative Deck Building Card Game | Official Harry Potter Licensed Merchandise | Harry Potter Board Game | Great Gift for Harry Potter Fans | Harry Potter Movie artwork,Y
1470.0,28.0,Male,Jewelry,Accessories,98.0,Mississippi,M,Purple,Winter,4.4,No,Standard,1,Yes,31.0,PayPal,Every 3 Months,1470.0,like,2023-01-04,10:00:00,Disney Frozen Anna Small Doll with Removable Cape Inspired by Frozen 2,Y
1471.0,43.0,Male,Sandals,Footwear,27.0,California,M,Silver,Spring,3.9,No,Next Day Air,1,Yes,15.0,Cash,Every 3 Months,1471.0,purchase,2023-01-05,10:00:00,Mudpuppy Space Race Travel Game,Y
1472.0,31.0,Male,Jewelry,Accessories,71.0,Alaska,S,Gray,Spring,2.8,No,2-Day Shipping,1,Yes,48.0,Venmo,Every 3 Months,1472.0,view,2023-01-06,10:00:00,Hot Wheels Star Wars Toy Vehicles,Y
1473.0,39.0,Male,Hat,Accessories,24.0,Indiana,L,Turquoise,Spring,3.5,No,Store Pickup,1,Yes,11.0,Cash,Weekly,1473.0,like,2023-01-07,10:00:00,"Fisher-Price Little People Disney Princess, Snow White & Dopey Figures",Y
1474.0,69.0,Male,Shorts,Clothing,63.0,Wisconsin,M,Violet,Fall,4.3,No,Express,1,Yes,20.0,Credit Card,Every 3 Months,1474.0,purchase,2023-01-08,10:00:00,Ginger Ray Gold Foil Flower Party Backdrop - 2 Metre - Pick & Mix,Y
1475.0,31.0,Male,Sweater,Clothing,72.0,New Jersey,S,Pink,Fall,3.9,No,Next Day Air,1,Yes,6.0,Credit Card,Monthly,1475.0,purchase,2023-01-09,10:00:00,"Stupell Industries Flower Plants Woman Figure Model Modern Painting Wall Plaque, 10 x 15, Multi-Color",Y
1476.0,44.0,Male,Blouse,Clothing,61.0,Rhode Island,M,Teal,Spring,4.0,No,Express,1,Yes,24.0,Cash,Monthly,1476.0,view,2023-01-10,10:00:00,Perfect Petzzz Chocolate Lab Plush,Y
1477.0,39.0,Male,Hat,Accessories,56.0,Wyoming,M,Magenta,Fall,4.1,No,Next Day Air,1,Yes,18.0,Credit Card,Monthly,1477.0,like,2023-01-11,10:00:00,"Constructive Playthings Wooden Puppet Stand, Display Holds 8 Puppets",Y
1478.0,24.0,Male,Belt,Accessories,32.0,Oregon,XL,Silver,Summer,4.3,No,Standard,1,Yes,1.0,PayPal,Every 3 Months,1478.0,view,2023-01-12,10:00:00,Ginger Ray OB-115 Gender Reveal,Y
1479.0,28.0,Male,Gloves,Accessories,23.0,Washington,M,Blue,Summer,4.2,No,Free Shipping,1,Yes,13.0,Venmo,Bi-Weekly,1479.0,like,2023-01-13,10:00:00,"Vallejo Acrylic Paint, IJA-Kare-Kusa-IRO Parched Grass (late)",Y
1480.0,48.0,Male,Coat,Outerwear,100.0,Washington,L,Black,Spring,4.0,No,Standard,1,Yes,2.0,Bank Transfer,Weekly,1480.0,like,2023-01-14,10:00:00,DohVinci 6-Pack Drawing Compound - Mixed Colors,Y
1481.0,39.0,Male,Jewelry,Accessories,74.0,New Hampshire,M,Gold,Fall,3.6,No,Express,1,Yes,26.0,Cash,Quarterly,1481.0,purchase,2023-01-15,10:00:00,"Baby Einstein Storytime with Lily Plush Puppet Toy & Book, Ages 6 months and up",Y
1482.0,64.0,Male,Skirt,Clothing,33.0,Maryland,S,Gray,Spring,3.3,No,Standard,1,Yes,31.0,PayPal,Quarterly,1482.0,view,2023-01-16,10:00:00,Rubie's Indiana Jones Light Up Crystal Skull,Y
1483.0,28.0,Male,Gloves,Accessories,67.0,Wisconsin,S,Magenta,Spring,4.1,No,2-Day Shipping,1,Yes,43.0,Bank Transfer,Weekly,1483.0,like,2023-01-17,10:00:00,Mastermind for Kids -- Codebreaking Game Plays on Three Levels,Y
1484.0,39.0,Male,Jewelry,Accessories,61.0,Massachusetts,S,Yellow,Summer,4.7,No,Next Day Air,1,Yes,12.0,Debit Card,Bi-Weekly,1484.0,purchase,2023-01-18,10:00:00,SwimWays Aquaria Avena Lounge,Y
1485.0,49.0,Male,Shorts,Clothing,46.0,Nebraska,M,Teal,Summer,4.4,No,Store Pickup,1,Yes,22.0,Venmo,Every 3 Months,1485.0,purchase,2023-01-19,10:00:00,Space 1889 Mars Sourcebook Space 1889 Supp. Hardback,Y
1486.0,22.0,Male,Gloves,Accessories,56.0,Nebraska,L,Red,Spring,3.4,No,Standard,1,Yes,3.0,Cash,Fortnightly,1486.0,view,2023-01-20,10:00:00,"Nino Percussion NINO556 Wood Stirring Drum With Handle & Beater, Natural Finish",Y
1487.0,25.0,Male,Sneakers,Footwear,73.0,Idaho,S,Yellow,Spring,5.0,No,Free Shipping,1,Yes,23.0,Venmo,Every 3 Months,1487.0,like,2023-01-21,10:00:00,"hand2mind ETA Alphabet Letter Tiles, 278 Lowercase Tiles",Y
1488.0,40.0,Male,Skirt,Clothing,44.0,Arizona,L,Black,Summer,4.6,No,Store Pickup,1,Yes,26.0,PayPal,Annually,1488.0,view,2023-01-22,10:00:00,"FATHEAD Bumblebee-Huge Officially Licensed Transformers Removable Wall Decal, 52"" W x 66"" H",Y
